email,domain,phase,source_url,reason
dmarc-report@bitrise.io,bitrise.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-report@comscore.com,comscore.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-report@comscore.com,comscore.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-report@duda.co,duda.co,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-report@forinvest.com,forinvest.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-report@forinvest.com,forinvest.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-report@friday.nl,friday.nl,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-report@friday.nl,friday.nl,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-report@insource.co.jp,insource.co.jp,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-report@insource.co.jp,insource.co.jp,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-report@joinswsh.com,joinswsh.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-report@joinswsh.com,joinswsh.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-report@logic.app,logic.inc,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc-report@logic.app,logic.inc,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc-report@pagos.ai,pagos.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-report@slashpage.com,slashpage.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-report@slashpage.com,slashpage.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-report@targetboard.ai,targetboard.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-report@viomba.com,viomba.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@abatable.com,abatable.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@adalo.com,adalo.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@adomik.com,adomik.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@aeroventures.com,aeroventures.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@airframe.ai,airframe.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@amis.sk,gabriel.sk,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc-reports@askable.com,askable.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@axify.io,axify.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@backyardbrains.com,backyardbrains.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@bagel.ai,bagel.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@base39.com.br,base39.com.br,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@betterbugs.io,betterbugs.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@bluegamma.io,bluegamma.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@brainfab.com,brainfab.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@callpercy.com,callpercy.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@carohq.com,carohq.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@carohq.com,carohq.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-reports@chariow.com,chariow.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@cleo.com,cleo.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@converge.it,converge.it,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@convex.dev,convex.dev,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@coris.ai,coris.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@cryptorefills.com,cryptorefills.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@curate.co,curate.co,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@curemedia.com,curemedia.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@curemedia.com,curemedia.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-reports@dcm-inc.com,dcm-inc.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@e-gineering.com,e-gineering.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@easyship.com,easyship.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@ellipsend.com,ellipsend.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@envoy.com,envoy.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@explorium.ai,explorium.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@explorium.ai,explorium.ai,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-reports@facilio.com,facilio.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@facilio.com,facilio.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-reports@figr.design,figr.design,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@finout.io,finout.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@fintoc.com,fintoc.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@formant.io,formant.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@fullenrich.com,fullenrich.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@fyma.ai,fyma.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@gem.com,gem.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@geopoll.com,geopoll.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@geopoll.com,geopoll.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-reports@getboomerang.ai,getboomerang.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@getredo.com,getredo.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@glichealth.com,glichealth.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@goodfin.com,goodfin.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@grasp.gg,grasp.gg,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@grove.co,grove.co,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@grupoeon.com.ar,grupoeon.com.ar,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@honor.education,honor.education,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@hvakr.com,hvakr.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@imagine.art,imagine.art,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@incorpro.ie,incorpro.ie,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@infillion.com,infillion.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@infillion.com,infillion.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-reports@iproxy.online,iproxy.online,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@knock.app,knock.app,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@kuradashi.jp,kuradashi.jp,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@lions.co,lions.co,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@lions.co,lions.co,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-reports@listalpha.com,listalpha.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@loopai.com,loopai.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@mabl.com,mabl.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-reports@mem.ai,mem.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@middesk.com,middesk.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@mintlify.com,mintlify.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@mixmax.com,mixmax.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@mixmax.com,mixmax.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-reports@musicinfra.com,musicinfra.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@mutinyhq.com,mutinyhq.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@mypureinsights.com,mypureinsights.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@n3xt.io,n3xt.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@native.security,native.security,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@octavehq.com,octavehq.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@oncrawl.com,oncrawl.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@one.app,onepay.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc-reports@one.app,onepay.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc-reports@opquast.com,opquast.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@opquast.com,opquast.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-reports@otelai.com,otelai.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@otter.ai,otter.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@papermill.io,papermill.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@parsimotion.com,producteca.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc-reports@piperai.com,piperai.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@powersupportpartners.com,powersupportpartners.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@pramata.com,pramata.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@prismic.io,prismic.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@quinn-ai.com,quinn-ai.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@quinn-ai.com,quinn-ai.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-reports@quotech.io,quotech.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@reeporter.ai,reeporter.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@reports.newstex.us,newstex.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc-reports@reshapeautomation.com,reshapex.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc-reports@rhinofcp.com,rhinofcp.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@rhinohealth.com,rhinohealth.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@roundtreasury.com,roundtreasury.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@sawmills.ai,sawmills.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@scalestack.ai,scalestack.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@scalestack.ai,scalestack.ai,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-reports@seon.io,seon.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@seon.io,seon.io,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-reports@shapes.co,shapes.co,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@shapes.co,shapes.co,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-reports@shoptrade.co,shoptrade.co,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@shoptrade.co,shoptrade.co,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-reports@shotstack.io,shotstack.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@sitewise.com,sitewise.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@slidespeak.co,slidespeak.co,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@smarttalks.ai,smarttalks.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@smarttalks.ai,smarttalks.ai,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-reports@soundcharts.com,soundcharts.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@startdeliver.com,startdeliver.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@superwall.com,superwall.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@symmetrical.ai,symmetrical.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@symmetrical.ai,symmetrical.ai,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-reports@synply.io,synply.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@tandom.ai,tandom.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@testery.io,testery.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@text.com,text.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-reports@timetackle.com,timetackle.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@tnpgroup.co,tnpgroup.co,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@triplewhale.com,triplewhale.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@tryfuse.ai,tryfuse.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@unblock.global,unblock.global,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@voiser.ai,voiser.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@waterplan.com,waterplan.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@webflow.com,webflow.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@weni.ai,weni.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-reports@weni.ai,weni.ai,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-reports@wiza.com,wiza.co,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc-rua@mailkit.com,mailkit.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-rua@woowup.com,woowup.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc-rua@woowup.com,woowup.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-ruf@algolia.com,algolia.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-ruf@dutchvalleyfoods.com,dutchvalleyfoods.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-ruf@squareup.com,squareup.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc-security@community.com,community.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc.4vtdymfxieogj93jkpjj@mail.suped.com,liveplan.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc.alert@airpay.co.in,airpay.co.in,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc.forensic@checkr.com,checkr.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc.ind@indmoney.com,indmoney.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc.report@ustwo.com,ustwo.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc.reports@detrack.com,detrack.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc.reports@saidot.ai,saidot.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc.reports@saidot.ai,saidot.ai,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc.reports@sigma.software,sigma.software,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc.reports@timechimp.com,timechimp.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc.reports@timechimp.com,timechimp.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc.reports@ustwo.com,ustwo.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc.rua@capsule.video,capsule.video,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc.rua@genei.es,genei.es,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc.rua@omnea.co,omnea.co,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc.ruf@genei.es,genei.es,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc010524@tektonic.ai,tektonic.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc46321@levelupgroup.nl,levelupgroup.nl,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc46321@levelupgroup.nl,levelupgroup.nl,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@1000ps.at,1000ps.at,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@263.net,pateo.com.cn,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc@2cloudnine.com,2cloudnine.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@99c.co.za,99c.co.za,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@99c.co.za,99c.co.za,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@accelera.tech,accelera.tech,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@accelera.tech,accelera.tech,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@admanage.ai,admanage.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@admanage.ai,admanage.ai,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@adologyai.com,adologyai.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@agentmail.to,agentmail.to,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@aivideo.com,aivideo.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@alma.food,alma.food,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@alpic.ai,alpic.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@ambarpartners.com,ambarpartners.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@and.com,and.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@antimetal.com,antimetal.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@antimetal.com,antimetal.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@antler.co,antler.co,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@antler.co,antler.co,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@apono.io,apono.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@apter.com.br,apter.com.br,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@apter.com.br,apter.com.br,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@aris.in,aris.in,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@artemisanalytics.com,artemis.ai,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc@athenium.com,athenium.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@atlaspeople.io,atlaspeople.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@atlasx.co,atlasx.co,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@atriumdata.ai,atriumdata.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@atriumdata.ai,atriumdata.ai,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@audioscape.ai,audioscape.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@axiom.co,axiom.co,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@basicops.com,basicops.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@basicops.com,basicops.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@baxtel.com,baxtel.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@baxtel.com,baxtel.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@bazze.io,bazze.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@beautech.aero,beautech.aero,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@beautech.aero,beautech.aero,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@begolden.com.pl,begolden.com.pl,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@begolden.com.pl,begolden.com.pl,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@bizaway.com,bizaway.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@builderhead.com,builderhead.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@bytehide.com,bytehide.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@camsbiometrics.com,camsbiometrics.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@camsbiometrics.com,camsbiometrics.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@carriyo.com,carriyo.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@carriyo.com,carriyo.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@caspio.com,caspio.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@cevro.ai,cevro.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@chartmetric.com,chartmetric.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@cirra.ai,cirra.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@clemta.com,clemta.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@clerk.chat,clerk.chat,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@cloudchipr.com,cloudchipr.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@coastapp.com,coastapp.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@collegepulse.com,collegepulse.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@compliancely.com,compliancely.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@compliancely.com,compliancely.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@construflow.com.br,construflow.com.br,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@construflow.com.br,construflow.com.br,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@controlle.com,controlle.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@controlle.com,controlle.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@copilotkit.ai,copilotkit.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@cortea.ai,cortea.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@cstltd.com,cst.co.uk,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc@cstltd.com,cst.co.uk,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc@cuckooworkout.com,cuckooworkout.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@cuckooworkout.com,cuckooworkout.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@darkmatter.is,darkmatter.is,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@data-axle.com,data-axle.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@data-axle.com,data-axle.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@datahub.com,datahub.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@datanomik.com,datanomik.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@datarails.com,datarails.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@diffly.co,diffly.co,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@dj.studio,dj.studio,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@dj.studio,dj.studio,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@doktormartin.sk,doktormartin.sk,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@doktormartin.sk,doktormartin.sk,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@doola.com,doola.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
